Molecule: ./Results/serine/a5.txt 
Step1: ['add'], Previous ligand: c1ccccc1, Changed ligand: Oc1ccccc1, New ligand: Oc1ccccc1 Score: tensor([0.5001])
Step1511: ['add'], Previous ligand: CCC=C1C([SH3])=C(OCC)c2c(CO)ccn2C1(C)OCNC, Changed ligand: CCC=C1C([SH3])=C(OCC)c2c(CO)ccn2C1(C)OC(S)NC, New ligand: CCC=C1C([SH3])=C(OCC)c2c(CO)ccn2C1(C)OCNC Score: tensor([0.8530])
Step1512: ['move_junction'], Previous ligand: CCC=C1C([SH3])=C(OCC)c2c(CO)ccn2C1(C)OCNC, Changed ligand: CCC=C1C([SH3])=C(OCC)c2c(CO)ccn2C1OC(C)NC, New ligand: CCC=C1C([SH3])=C(OCC)c2c(CO)ccn2C1(C)OCNC Score: tensor([0.8530])
Step1513: ['move_junction'], Previous ligand: CCC=C1C([SH3])=C(OCC)c2c(CO)ccn2C1(C)OCNC, Changed ligand: CCC=C1C([SH3])=Cc2c(CO)cc(OCC)n2C1(C)OCNC, New ligand: CCC=C1C([SH3])=C(OCC)c2c(CO)ccn2C1(C)OCNC Score: tensor([0.8530])
Step1514: ['change type'], Previous ligand: CCC=C1C([SH3])=C(OCC)c2c(CO)ccn2C1(C)OCNC, Changed ligand: CCC=C1C([SH3])=C(OCC)c2c(CO)ncn2C1(C)OCNC, New ligand: CCC=C1C([SH3])=C(OCC)c2c(CO)ccn2C1(C)OCNC Score: tensor([0.8530])
Step1515: ['switch'], Previous ligand: CCC=C1C([SH3])=C(OCC)c2c(CO)ccn2C1(C)OCNC, Changed ligand: CCC=C1C([SH3])=C(OCC)c2c(CO)ccn2C1(C)SOCNC, New ligand: CCC=C1C([SH3])=C(OCC)c2c(CO)ccn2C1(C)OCNC Score: tensor([0.8530])
Step1516: ['add'], Previous ligand: CCC=C1C([SH3])=C(OCC)c2c(CO)ccn2C1(C)OCNC, Changed ligand: CCC=C1C([SH3])=C(OCC)c2c(C(C)O)ccn2C1(C)OCNC, New ligand: CCC=C1C([SH3])=C(OCC)c2c(CO)ccn2C1(C)OCNC Score: tensor([0.8530])
Step1517: ['move_junction'], Previous ligand: CCC=C1C([SH3])=C(OCC)c2c(CO)ccn2C1(C)OCNC, Changed ligand: CCC=C1C([SH3])=C(OCC)c2c(CO)ccn2C1(C)OCNC, New ligand: CCC=C1C([SH3])=C(OCC)c2c(CO)ccn2C1(C)OCNC Score: tensor([0.8529])
Step1518: ['turn ring aromatic'], Previous ligand: CCC=C1C([SH3])=C(OCC)c2c(CO)ccn2C1(C)OCNC, Changed ligand: CCC=C1C([SH3])=C(OCC)C2C(CO)CCN2C1(C)OCNC, New ligand: CCC=C1C([SH3])=C(OCC)c2c(CO)ccn2C1(C)OCNC Score: tensor([0.8529])
Step1519: ['add'], Previous ligand: CCC=C1C([SH3])=C(OCC)c2c(CO)ccn2C1(C)OCNC, Changed ligand: CCC=C1C([SH3])=C(OCC)C2(C)C(CO)=CCN2C1(C)OCNC, New ligand: CCC=C1C([SH3])=C(OCC)c2c(CO)ccn2C1(C)OCNC Score: tensor([0.8529])
Step1520: ['remove ring'], Previous ligand: CCC=C1C([SH3])=C(OCC)c2c(CO)ccn2C1(C)OCNC, Changed ligand: CCCCC(C)(OCNC)n1ccc(CO)c1C(C[SH3])OCC, New ligand: CCC=C1C([SH3])=C(OCC)c2c(CO)ccn2C1(C)OCNC Score: tensor([0.8529])
Step1521: ['remove'], Previous ligand: CCC=C1C([SH3])=C(OCC)c2c(CO)ccn2C1(C)OCNC, Changed ligand: CCC=C1C([SH3])=C(OCC)c2c(C)ccn2C1(C)OCNC, New ligand: CCC=C1C([SH3])=C(OCC)c2c(CO)ccn2C1(C)OCNC Score: tensor([0.8529])
Step1522: ['remove'], Previous ligand: CCC=C1C([SH3])=C(OCC)c2c(CO)ccn2C1(C)OCNC, Changed ligand: CCC=C1C([SH3])=C(OCC)c2c(CO)ccn2C1(C)OCN, New ligand: CCC=C1C([SH3])=C(OCC)c2c(CO)ccn2C1(C)OCN Score: tensor([0.8457])
Step1523: ['remove ring'], Previous ligand: CCC=C1C([SH3])=C(OCC)c2c(CO)ccn2C1(C)OCN, Changed ligand: CCCC1C([SH3])=C(OCC)C(CCO)N(CC)C1(C)OCN, New ligand: CCC=C1C([SH3])=C(OCC)c2c(CO)ccn2C1(C)OCN Score: tensor([0.8457])
Step1524: ['move_junction'], Previous ligand: CCC=C1C([SH3])=C(OCC)c2c(CO)ccn2C1(C)OCN, Changed ligand: CCC=C1C([SH3])=C(OCC)c2c(CO)ccn2C1OC(C)N, New ligand: CCC=C1C([SH3])=C(OCC)c2c(CO)ccn2C1OC(C)N Score: tensor([0.8359])
Step1525: ['add'], Previous ligand: CCC=C1C([SH3])=C(OCC)c2c(CO)ccn2C1OC(C)N, Changed ligand: CCOC1=C([SH3])C(=C(S)CC)C(OC(C)N)n2ccc(CO)c21, New ligand: CCOC1=C([SH3])C(=C(S)CC)C(OC(C)N)n2ccc(CO)c21 Score: tensor([0.8135])
Step1526: ['remove'], Previous ligand: CCOC1=C([SH3])C(=C(S)CC)C(OC(C)N)n2ccc(CO)c21, Changed ligand: CCOC1=C([SH3])C(=C(C)S)C(OC(C)N)n2ccc(CO)c21, New ligand: CCOC1=C([SH3])C(=C(S)CC)C(OC(C)N)n2ccc(CO)c21 Score: tensor([0.8135])
Step1527: ['switch'], Previous ligand: CCOC1=C([SH3])C(=C(S)CC)C(OC(C)N)n2ccc(CO)c21, Changed ligand: CCOC1=C([SH3])C(=C(S)CC)C(OC(C)N)n2ccc(OCO)c21, New ligand: CCOC1=C([SH3])C(=C(S)CC)C(OC(C)N)n2ccc(CO)c21 Score: tensor([0.8135])
Step1528: ['switch'], Previous ligand: CCOC1=C([SH3])C(=C(S)CC)C(OC(C)N)n2ccc(CO)c21, Changed ligand: CCOC1=C([SH3])C(=C(S)CC)C(OC(C)NN)n2ccc(CO)c21, New ligand: CCOC1=C([SH3])C(=C(S)CC)C(OC(C)N)n2ccc(CO)c21 Score: tensor([0.8135])
Step1529: ['move_junction'], Previous ligand: CCOC1=C([SH3])C(=C(S)CC)C(OC(C)N)n2ccc(CO)c21, Changed ligand: CCC[SH]=C1C([SH3])=C(OCC)c2c(CO)ccn2C1OC(C)N, New ligand: CCC[SH]=C1C([SH3])=C(OCC)c2c(CO)ccn2C1OC(C)N Score: tensor([0.7783])
Step1530: ['form new ring'], Previous ligand: CCC[SH]=C1C([SH3])=C(OCC)c2c(CO)ccn2C1OC(C)N, Changed ligand: CCOC1=C([SH3])C2=[SH]CCCC2(OC(C)N)n2ccc(CO)c21, New ligand: CCC[SH]=C1C([SH3])=C(OCC)c2c(CO)ccn2C1OC(C)N Score: tensor([0.7783])
Step1531: ['remove'], Previous ligand: CCC[SH]=C1C([SH3])=C(OCC)c2c(CO)ccn2C1OC(C)N, Changed ligand: CCC[SH]=C1C=C(OCC)c2c(CO)ccn2C1OC(C)N, New ligand: CCC[SH]=C1C=C(OCC)c2c(CO)ccn2C1OC(C)N Score: tensor([0.7987])
Step1532: ['switch'], Previous ligand: CCC[SH]=C1C=C(OCC)c2c(CO)ccn2C1OC(C)N, Changed ligand: CCC[SH]=C1C=C(OCC)c2c(CO)ccn2C1OCC(C)N, New ligand: CCC[SH]=C1C=C(OCC)c2c(CO)ccn2C1OCC(C)N Score: tensor([0.8111])
Step1533: ['change type'], Previous ligand: CCC[SH]=C1C=C(OCC)c2c(CO)ccn2C1OCC(C)N, Changed ligand: CCC[SH]=C1C=C(OCC)c2c(CO)ccn2C1OCC(N)S, New ligand: CCC[SH]=C1C=C(OCC)c2c(CO)ccn2C1OCC(C)N Score: tensor([0.8111])
Step1534: ['remove'], Previous ligand: CCC[SH]=C1C=C(OCC)c2c(CO)ccn2C1OCC(C)N, Changed ligand: CCOC1=CC(=[SH]CC)C(OCC(C)N)n2ccc(CO)c21, New ligand: CCC[SH]=C1C=C(OCC)c2c(CO)ccn2C1OCC(C)N Score: tensor([0.8111])
Step1535: ['change bond type'], Previous ligand: CCC[SH]=C1C=C(OCC)c2c(CO)ccn2C1OCC(C)N, Changed ligand: CCC[SH]=C1C=C(OCC)c2c(CO)ccn2C1OCC(C)N, New ligand: CCC[SH]=C1C=C(OCC)c2c(CO)ccn2C1OCC(C)N Score: tensor([0.8125])
Step1536: ['add'], Previous ligand: CCC[SH]=C1C=C(OCC)c2c(CO)ccn2C1OCC(C)N, Changed ligand: CCC[SH]=C1C=C(OCCS)c2c(CO)ccn2C1OCC(C)N, New ligand: CCC[SH]=C1C=C(OCC)c2c(CO)ccn2C1OCC(C)N Score: tensor([0.8125])
Step1537: ['switch'], Previous ligand: CCC[SH]=C1C=C(OCC)c2c(CO)ccn2C1OCC(C)N, Changed ligand: CCCOC1=CC(=[SH]CCC)C(OCC(C)N)n2ccc(CO)c21, New ligand: CCCOC1=CC(=[SH]CCC)C(OCC(C)N)n2ccc(CO)c21 Score: tensor([0.8217])
Step1538: ['remove'], Previous ligand: CCCOC1=CC(=[SH]CCC)C(OCC(C)N)n2ccc(CO)c21, Changed ligand: CCCOC1=CC(=[SH]CCC)C(OCC(C)N)n2ccc(O)c21, New ligand: CCCOC1=CC(=[SH]CCC)C(OCC(C)N)n2ccc(CO)c21 Score: tensor([0.8217])
Step1539: ['switch'], Previous ligand: CCCOC1=CC(=[SH]CCC)C(OCC(C)N)n2ccc(CO)c21, Changed ligand: CCCOC1=CC(=[SH]CCC)C(OCC(C)CN)n2ccc(CO)c21, New ligand: CCCOC1=CC(=[SH]CCC)C(OCC(C)N)n2ccc(CO)c21 Score: tensor([0.8217])
Step1540: ['add'], Previous ligand: CCCOC1=CC(=[SH]CCC)C(OCC(C)N)n2ccc(CO)c21, Changed ligand: CCCOC1=CC(=[SH]CCC)C(OCC(N)CN)n2ccc(CO)c21, New ligand: CCCOC1=CC(=[SH]CCC)C(OCC(N)CN)n2ccc(CO)c21 Score: tensor([0.8157])
Step1541: ['add'], Previous ligand: CCCOC1=CC(=[SH]CCC)C(OCC(N)CN)n2ccc(CO)c21, Changed ligand: CCCOC1=CC(=[SH]CCC)C(OCC(N)CN)N2CC=C(CO)C12N, New ligand: CCCOC1=CC(=[SH]CCC)C(OCC(N)CN)n2ccc(CO)c21 Score: tensor([0.8157])
Step1542: ['add'], Previous ligand: CCCOC1=CC(=[SH]CCC)C(OCC(N)CN)n2ccc(CO)c21, Changed ligand: CCCOC1=CC(=[SH]CCC)C(OCC(N)CN)n2cc(CCC)c(CO)c21, New ligand: CCCOC1=CC(=[SH]CCC)C(OCC(N)CN)n2ccc(CO)c21 Score: tensor([0.8157])
Step1543: ['remove'], Previous ligand: CCCOC1=CC(=[SH]CCC)C(OCC(N)CN)n2ccc(CO)c21, Changed ligand: CCCOC1C(=[SH]CCC)C(OCC(N)CN)n2ccc(CO)c21, New ligand: CCCOC1=CC(=[SH]CCC)C(OCC(N)CN)n2ccc(CO)c21 Score: tensor([0.8157])
Step1544: ['add'], Previous ligand: CCCOC1=CC(=[SH]CCC)C(OCC(N)CN)n2ccc(CO)c21, Changed ligand: CCCOC1=CC(=[SH]CCC)C(OCC(N)CN=S)n2ccc(CO)c21, New ligand: CCCOC1=CC(=[SH]CCC)C(OCC(N)CN)n2ccc(CO)c21 Score: tensor([0.8157])
Step1545: ['remove'], Previous ligand: CCCOC1=CC(=[SH]CCC)C(OCC(N)CN)n2ccc(CO)c21, Changed ligand: CCCOC1=CC(=[SH]CCC)C(OCC(N)CN)n2ccc(C)c21, New ligand: CCCOC1=CC(=[SH]CCC)C(OCC(N)CN)n2ccc(CO)c21 Score: tensor([0.8157])
Step1546: ['add'], Previous ligand: CCCOC1=CC(=[SH]CCC)C(OCC(N)CN)n2ccc(CO)c21, Changed ligand: CCCOC1=CC(=[SH]CCC)C(OCC(N)(CN)CCC)n2ccc(CO)c21, New ligand: CCCOC1=CC(=[SH]CCC)C(OCC(N)CN)n2ccc(CO)c21 Score: tensor([0.8157])
Step1547: ['remove'], Previous ligand: CCCOC1=CC(=[SH]CCC)C(OCC(N)CN)n2ccc(CO)c21, Changed ligand: CCCOC1=CC(CCC)C(OCC(N)CN)n2ccc(CO)c21, New ligand: CCCOC1=CC(CCC)C(OCC(N)CN)n2ccc(CO)c21 Score: tensor([0.8222])
Step1548: ['change type'], Previous ligand: CCCOC1=CC(CCC)C(OCC(N)CN)n2ccc(CO)c21, Changed ligand: CCCOC1=CC(CCF)C(OCC(N)CN)n2ccc(CO)c21, New ligand: CCCOC1=CC(CCC)C(OCC(N)CN)n2ccc(CO)c21 Score: tensor([0.8222])
Step1549: ['turn ring aromatic'], Previous ligand: CCCOC1=CC(CCC)C(OCC(N)CN)n2ccc(CO)c21, Changed ligand: CCCOC1=CC(CCC)C(OCC(N)CN)N2CCC(CO)C12, New ligand: CCCOC1=CC(CCC)C(OCC(N)CN)N2CCC(CO)C12 Score: tensor([0.8073])
Step1550: ['remove'], Previous ligand: CCCOC1=CC(CCC)C(OCC(N)CN)N2CCC(CO)C12, Changed ligand: CCCOC1=CC(CC)C(OCC(N)CN)N2CCC(CO)C12, New ligand: CCCOC1=CC(CCC)C(OCC(N)CN)N2CCC(CO)C12 Score: tensor([0.8073])
Step1551: ['switch'], Previous ligand: CCCOC1=CC(CCC)C(OCC(N)CN)N2CCC(CO)C12, Changed ligand: CCCCOC1=CC(CCC)C(OCC(N)CN)N2CCC(CO)C12, New ligand: CCCCOC1=CC(CCC)C(OCC(N)CN)N2CCC(CO)C12 Score: tensor([0.8280])
Step1552: ['move_junction'], Previous ligand: CCCCOC1=CC(CCC)C(OCC(N)CN)N2CCC(CO)C12, Changed ligand: CCCCOC1=CC(CN)(CCC)C(OCCN)N2CCC(CO)C12, New ligand: CCCCOC1=CC(CCC)C(OCC(N)CN)N2CCC(CO)C12 Score: tensor([0.8280])
Step1553: ['add'], Previous ligand: CCCCOC1=CC(CCC)C(OCC(N)CN)N2CCC(CO)C12, Changed ligand: CCCCOC1=CC(CCC)C(OCC(N)CN)[N+]2([O-])CCC(CO)C12, New ligand: CCCCOC1=CC(CCC)C(OCC(N)CN)N2CCC(CO)C12 Score: tensor([0.8280])
Step1554: ['move_junction'], Previous ligand: CCCCOC1=CC(CCC)C(OCC(N)CN)N2CCC(CO)C12, Changed ligand: CCCCOC1=CC(CCC)C(CN)(OCCN)N2CCC(CO)C12, New ligand: CCCCOC1=CC(CCC)C(OCC(N)CN)N2CCC(CO)C12 Score: tensor([0.8280])
Step1555: ['remove'], Previous ligand: CCCCOC1=CC(CCC)C(OCC(N)CN)N2CCC(CO)C12, Changed ligand: CCCOC1=CC(CCC)C(OCC(N)CN)N2CCC(CO)C12, New ligand: CCCCOC1=CC(CCC)C(OCC(N)CN)N2CCC(CO)C12 Score: tensor([0.8280])
Step1556: ['remove ring'], Previous ligand: CCCCOC1=CC(CCC)C(OCC(N)CN)N2CCC(CO)C12, Changed ligand: CCCCOC1=CC(CCC)C(OCC(N)CN)N(C)C1C(C)CO, New ligand: CCCCOC1=CC(CCC)C(OCC(N)CN)N2CCC(CO)C12 Score: tensor([0.8280])
Step1557: ['move_junction'], Previous ligand: CCCCOC1=CC(CCC)C(OCC(N)CN)N2CCC(CO)C12, Changed ligand: CCCCOC12C=CC(CCC)C(OCC(N)CN)N1CCC2CO, New ligand: CCCCOC1=CC(CCC)C(OCC(N)CN)N2CCC(CO)C12 Score: tensor([0.8280])
Step1558: ['turn ring aromatic'], Previous ligand: CCCCOC1=CC(CCC)C(OCC(N)CN)N2CCC(CO)C12, Changed ligand: CCCCOC1:C:C(CCC):C(OCC(N)CN):N2:C:1C(CO)CC2Step1559: ['add'], Previous ligand: CCCCOC1=CC(CCC)C(OCC(N)CN)N2CCC(CO)C12, Changed ligand: CCCCOC1=CC(CCC)C(OCC(N)CN)N2CCC(C(O)S)C12, New ligand: CCCCOC1=CC(CCC)C(OCC(N)CN)N2CCC(CO)C12 Score: tensor([0.8280])
Step1560: ['add'], Previous ligand: CCCCOC1=CC(CCC)C(OCC(N)CN)N2CCC(CO)C12, Changed ligand: CCCCOC1=CC(CCC)C(OCC(N)CNC)N2CCC(CO)C12, New ligand: CCCCOC1=CC(CCC)C(OCC(N)CN)N2CCC(CO)C12 Score: tensor([0.8280])
Step1561: ['switch'], Previous ligand: CCCCOC1=CC(CCC)C(OCC(N)CN)N2CCC(CO)C12, Changed ligand: CCCCOC1=CC(CCSC)C(OCC(N)CN)N2CCC(CO)C12, New ligand: CCCCOC1=CC(CCC)C(OCC(N)CN)N2CCC(CO)C12 Score: tensor([0.8280])
Step1562: ['add'], Previous ligand: CCCCOC1=CC(CCC)C(OCC(N)CN)N2CCC(CO)C12, Changed ligand: CCCCOC1=CC(CCC)C(OCC(N)CNO)N2CCC(CO)C12, New ligand: CCCCOC1=CC(CCC)C(OCC(N)CN)N2CCC(CO)C12 Score: tensor([0.8280])
Step1563: ['switch'], Previous ligand: CCCCOC1=CC(CCC)C(OCC(N)CN)N2CCC(CO)C12, Changed ligand: CCCCOC1=CC(CCC)C(OCC(N)CN)[SH2]N2CCC(CO)C12, New ligand: CCCCOC1=CC(CCC)C(OCC(N)CN)N2CCC(CO)C12 Score: tensor([0.8280])
Step1564: ['move_junction'], Previous ligand: CCCCOC1=CC(CCC)C(OCC(N)CN)N2CCC(CO)C12, Changed ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12, New ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12 Score: tensor([0.8246])
Step1565: ['turn ring aromatic'], Previous ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12, Changed ligand: CCCCOC1:C:C(CCC):C(OCNCCN):N2:C:1C(CO)CC2Step1566: ['add'], Previous ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12, Changed ligand: CCCCOC1=CC(CCC)C(OC(S)NCCN)N2CCC(CO)C12, New ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12 Score: tensor([0.8246])
Step1567: ['switch'], Previous ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12, Changed ligand: CCCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12, New ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12 Score: tensor([0.8246])
Step1568: ['add'], Previous ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12, Changed ligand: CCCCOC1=CC(CCC)C(OCNC(O)CN)N2CCC(CO)C12, New ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12 Score: tensor([0.8246])
Step1569: ['remove'], Previous ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12, Changed ligand: CCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12, New ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12 Score: tensor([0.8246])
Step1570: ['remove'], Previous ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12, Changed ligand: CCCCOC1C(CCC)C(OCNCCN)N2CCC(CO)C12, New ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12 Score: tensor([0.8246])
Step1571: ['switch'], Previous ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12, Changed ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(C=CO)C12, New ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12 Score: tensor([0.8246])
Step1572: ['remove'], Previous ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12, Changed ligand: CCCCOC1=CC(CCC)C(OCNCN)N2CCC(CO)C12, New ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12 Score: tensor([0.8246])
Step1573: ['change bond type'], Previous ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12, Changed ligand: CCCCOC1=CC(CCC)C(OCNC=CN)N2CCC(CO)C12, New ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12 Score: tensor([0.8246])
Step1574: ['remove'], Previous ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12, Changed ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(C)C12, New ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12 Score: tensor([0.8246])
Step1575: ['switch'], Previous ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12, Changed ligand: CCCCOC1=CC(CCC)C(OCSNCCN)N2CCC(CO)C12, New ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12 Score: tensor([0.8246])
Step1576: ['remove'], Previous ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12, Changed ligand: CCCCOC1=CC(CC)C(OCNCCN)N2CCC(CO)C12, New ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12 Score: tensor([0.8246])
Step1577: ['move_junction'], Previous ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12, Changed ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12, New ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12 Score: tensor([0.8254])
Step1578: ['add'], Previous ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12, Changed ligand: C=C(C)CC1C=C(OCCCC)C2C(CO)CCN2C1OCNCCN, New ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12 Score: tensor([0.8254])
Step1579: ['remove ring'], Previous ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12, Changed ligand: CCCCOC1=CC(CCC)C(OCNCCN)N(CC)C1CCO, New ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12 Score: tensor([0.8254])
Step1580: ['remove'], Previous ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12, Changed ligand: CCCCOC1C(CCC)C(OCNCCN)N2CCC(CO)C12, New ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12 Score: tensor([0.8254])
Step1581: ['remove'], Previous ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12, Changed ligand: CCCCC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12, New ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12 Score: tensor([0.8254])
Step1582: ['remove ring'], Previous ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12, Changed ligand: CCCCOC1=CC(CCC)C(OCNCCN)N(C)C1C(C)CO, New ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12 Score: tensor([0.8254])
Step1583: ['remove'], Previous ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12, Changed ligand: CCCCOC1C(CCC)C(OCNCCN)N2CCC(CO)C12, New ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12 Score: tensor([0.8254])
Step1584: ['switch'], Previous ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12, Changed ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2OCCC(CO)C12, New ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12 Score: tensor([0.8254])
Step1585: ['add'], Previous ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12, Changed ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)(CCC)C12, New ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12 Score: tensor([0.8254])
Step1586: ['add'], Previous ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12, Changed ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2C(O)CC(CO)C12, New ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12 Score: tensor([0.8254])
Step1587: ['turn ring aromatic'], Previous ligand: CCCCOC1=CC(CCC)C(OCNCCN)N2CCC(CO)C12, Changed ligand: CCCCOC1=CC(CCC)C(OCNCCN)n2ccc(CO)c21, New ligand: CCCCOC1=CC(CCC)C(OCNCCN)n2ccc(CO)c21 Score: tensor([0.8176])
Step1588: ['remove ring'], Previous ligand: CCCCOC1=CC(CCC)C(OCNCCN)n2ccc(CO)c21, Changed ligand: CCCCCC(OCCCC)c1c(CO)ccn1COCNCCN, New ligand: CCCCOC1=CC(CCC)C(OCNCCN)n2ccc(CO)c21 Score: tensor([0.8176])
Step1589: ['move_junction'], Previous ligand: CCCCOC1=CC(CCC)C(OCNCCN)n2ccc(CO)c21, Changed ligand: CCCCOC(C)CC1C=Cc2c(CO)ccn2C1OCNCCN, New ligand: CCCCOC1=CC(CCC)C(OCNCCN)n2ccc(CO)c21 Score: tensor([0.8176])
Step1590: ['change type'], Previous ligand: CCCCOC1=CC(CCC)C(OCNCCN)n2ccc(CO)c21, Changed ligand: CCCCOC1=CC(CCC)C(OCNCCN)n2ccc(CO)c21, New ligand: CCCCOC1=CC(CCC)C(OCNCCN)n2ccc(CO)c21 Score: tensor([0.8169])
Step1591: ['add'], Previous ligand: CCCCOC1=CC(CCC)C(OCNCCN)n2ccc(CO)c21, Changed ligand: CCCC(CCC)OC1=CC(CCC)C(OCNCCN)n2ccc(CO)c21, New ligand: CCCCOC1=CC(CCC)C(OCNCCN)n2ccc(CO)c21 Score: tensor([0.8169])
Step1592: ['form new ring'], Previous ligand: CCCCOC1=CC(CCC)C(OCNCCN)n2ccc(CO)c21, Changed ligand: CCCCOC1=CC2C(CC)N(CCN)COC2n2ccc(CO)c21, New ligand: CCCCOC1=CC2C(CC)N(CCN)COC2n2ccc(CO)c21 Score: tensor([0.8283])
Step1593: ['turn ring aromatic'], Previous ligand: CCCCOC1=CC2C(CC)N(CCN)COC2n2ccc(CO)c21, Changed ligand: CCCCOC1=CC2C(CC)N(CCN)COC2N2CCC(CO)C12, New ligand: CCCCOC1=CC2C(CC)N(CCN)COC2n2ccc(CO)c21 Score: tensor([0.8283])
Step1594: ['switch'], Previous ligand: CCCCOC1=CC2C(CC)N(CCN)COC2n2ccc(CO)c21, Changed ligand: CCCCOC1=CC2C(CC)N(CSCN)COC2n2ccc(CO)c21, New ligand: CCCCOC1=CC2C(CC)N(CCN)COC2n2ccc(CO)c21 Score: tensor([0.8283])
Step1595: ['add'], Previous ligand: CCCCOC1=CC2C(CC)N(CCN)COC2n2ccc(CO)c21, Changed ligand: CCCCOC1=CC2C(CC)N(CCN)C(C)OC2n2ccc(CO)c21, New ligand: CCCCOC1=CC2C(CC)N(CCN)C(C)OC2n2ccc(CO)c21 Score: tensor([0.8336])
Step1596: ['remove'], Previous ligand: CCCCOC1=CC2C(CC)N(CCN)C(C)OC2n2ccc(CO)c21, Changed ligand: CCCCOC1=CC2C(C)N(CCN)C(C)OC2n2ccc(CO)c21, New ligand: CCCCOC1=CC2C(C)N(CCN)C(C)OC2n2ccc(CO)c21 Score: tensor([0.8365])
Step1597: ['move_junction'], Previous ligand: CCCCOC1=CC2C(C)N(CCN)C(C)OC2n2ccc(CO)c21, Changed ligand: CCCCOC12OC(C)N(CCN)C(C)C1C=Cc1c(CO)ccn12, New ligand: CCCCOC1=CC2C(C)N(CCN)C(C)OC2n2ccc(CO)c21 Score: tensor([0.8365])
